sales_id,order_id,date_key,product_id,region_id,quantity,unit_price,revenue,discount_pct,customer_segment,sales_channel
1640,ORD-101640,20230716,6,1,3,130.0,278.46,0.15,Consumer,In-Store
1641,ORD-101641,20230825,4,2,1,350.0,279.3,0.05,Home Office,In-Store
1642,ORD-101642,20230507,2,2,3,79.0,225.15,0.05,Corporate,Online
1643,ORD-101643,20231030,6,2,2,130.0,260.0,0.0,Home Office,Online
1644,ORD-101644,20230802,1,4,1,1100.0,877.8,0.05,Corporate,Online
1645,ORD-101645,20230806,14,1,2,120.0,191.52,0.05,Corporate,Online
1646,ORD-101646,20230820,12,4,3,38.0,95.76,0.0,Consumer,Online
1647,ORD-101647,20231221,9,2,2,220.0,466.4,0.0,Consumer,Online
1648,ORD-101648,20230703,3,4,2,180.0,302.4,0.0,Home Office,Online
1649,ORD-101649,20230109,6,4,3,130.0,390.0,0.0,Corporate,Online
1650,ORD-101650,20231227,2,1,5,79.0,397.76,0.05,Home Office,Online
1651,ORD-101651,20230821,8,3,2,25.0,37.8,0.1,Consumer,In-Store
1652,ORD-101652,20230405,8,1,1,25.0,25.0,0.0,Corporate,In-Store
1653,ORD-101653,20231227,14,2,4,120.0,483.36,0.05,Home Office,Online
1654,ORD-101654,20230711,4,1,1,350.0,279.3,0.05,Home Office,Online
1655,ORD-101655,20230601,3,2,2,180.0,342.0,0.05,Corporate,Online
1656,ORD-101656,20231217,2,2,2,79.0,167.48,0.0,Corporate,Online
1657,ORD-101657,20230922,11,1,4,18.0,57.46,0.05,Corporate,Online
1658,ORD-101658,20230226,8,3,2,25.0,50.0,0.0,Corporate,Online
1659,ORD-101659,20230707,9,3,3,220.0,554.4,0.0,Home Office,Online
1660,ORD-101660,20231015,13,3,1,45.0,45.0,0.0,Consumer,Online
1661,ORD-101661,20230621,11,4,2,18.0,32.4,0.1,Consumer,In-Store
1662,ORD-101662,20231023,4,2,5,350.0,1575.0,0.1,Consumer,Online
1663,ORD-101663,20230614,10,4,1,65.0,58.5,0.1,Corporate,In-Store
1664,ORD-101664,20230522,5,1,1,95.0,95.0,0.0,Corporate,In-Store
1665,ORD-101665,20230820,4,2,1,350.0,294.0,0.0,Home Office,Online
1666,ORD-101666,20230822,8,2,2,25.0,39.9,0.05,Home Office,In-Store
1667,ORD-101667,20230820,13,3,1,45.0,35.91,0.05,Home Office,Online
1668,ORD-101668,20230415,2,1,2,79.0,142.2,0.1,Consumer,Online
1669,ORD-101669,20230710,4,1,1,350.0,264.6,0.1,Consumer,Online
1670,ORD-101670,20230326,9,1,2,220.0,440.0,0.0,Home Office,Online
1671,ORD-101671,20230912,9,1,4,220.0,739.2,0.0,Consumer,Online
1672,ORD-101672,20230531,10,1,2,65.0,130.0,0.0,Home Office,Online
1673,ORD-101673,20230831,8,1,4,25.0,84.0,0.0,Corporate,Online
1674,ORD-101674,20230530,10,4,2,65.0,123.5,0.05,Consumer,Online
1675,ORD-101675,20230914,9,2,4,220.0,739.2,0.0,Home Office,In-Store
1676,ORD-101676,20231202,8,3,2,25.0,53.0,0.0,Corporate,In-Store
1677,ORD-101677,20231031,7,4,5,85.0,425.0,0.0,Home Office,In-Store
1678,ORD-101678,20230823,9,4,1,220.0,184.8,0.0,Consumer,In-Store
1679,ORD-101679,20230329,10,4,4,65.0,260.0,0.0,Consumer,In-Store
1680,ORD-101680,20230725,2,2,1,79.0,66.36,0.0,Consumer,Online
1681,ORD-101681,20230630,11,1,4,18.0,72.0,0.0,Consumer,Online
1682,ORD-101682,20231231,9,1,1,220.0,233.2,0.0,Consumer,Online
1683,ORD-101683,20231229,15,4,2,55.0,116.6,0.0,Home Office,Online
1684,ORD-101684,20230324,14,2,1,120.0,114.0,0.05,Consumer,In-Store
1685,ORD-101685,20231022,14,1,1,120.0,108.0,0.1,Corporate,In-Store
1686,ORD-101686,20230405,2,1,2,79.0,142.2,0.1,Home Office,Online
1687,ORD-101687,20231207,7,4,3,85.0,270.3,0.0,Corporate,Online
1688,ORD-101688,20230710,15,2,1,55.0,43.89,0.05,Consumer,In-Store
1689,ORD-101689,20230313,5,1,1,95.0,95.0,0.0,Corporate,Online
1690,ORD-101690,20230805,11,3,6,18.0,90.72,0.0,Consumer,In-Store
1691,ORD-101691,20231128,5,1,1,95.0,100.7,0.0,Corporate,In-Store
1692,ORD-101692,20231021,11,4,6,18.0,108.0,0.0,Home Office,In-Store
1693,ORD-101693,20230623,12,2,1,38.0,34.2,0.1,Home Office,In-Store
1694,ORD-101694,20230121,9,1,2,220.0,440.0,0.0,Home Office,Online
1695,ORD-101695,20230607,10,2,6,65.0,390.0,0.0,Home Office,Online
1696,ORD-101696,20230817,6,2,2,130.0,218.4,0.0,Corporate,Online
1697,ORD-101697,20231108,10,4,5,65.0,310.05,0.1,Home Office,Online
1698,ORD-101698,20230523,12,3,4,38.0,152.0,0.0,Consumer,In-Store
1699,ORD-101699,20231213,6,2,2,130.0,275.6,0.0,Consumer,In-Store
1700,ORD-101700,20230410,15,2,1,55.0,55.0,0.0,Home Office,Online
1701,ORD-101701,20231208,1,1,1,1100.0,1166.0,0.0,Consumer,In-Store
1702,ORD-101702,20230709,7,4,3,85.0,214.2,0.0,Consumer,In-Store
1703,ORD-101703,20230626,5,2,3,95.0,285.0,0.0,Corporate,Online
1704,ORD-101704,20230421,1,4,2,1100.0,2200.0,0.0,Corporate,In-Store
1705,ORD-101705,20230815,3,4,4,180.0,574.56,0.05,Home Office,In-Store
1706,ORD-101706,20230801,7,3,6,85.0,364.14,0.15,Home Office,Online
1707,ORD-101707,20230315,3,4,1,180.0,180.0,0.0,Corporate,In-Store
1708,ORD-101708,20230219,10,2,5,65.0,325.0,0.0,Corporate,Online
1709,ORD-101709,20230104,8,4,5,25.0,125.0,0.0,Corporate,In-Store
1710,ORD-101710,20230331,6,3,1,130.0,110.5,0.15,Home Office,Online
1711,ORD-101711,20230413,13,1,1,45.0,45.0,0.0,Corporate,In-Store
1712,ORD-101712,20231011,13,1,2,45.0,90.0,0.0,Corporate,In-Store
1713,ORD-101713,20230910,9,1,1,220.0,166.32,0.1,Corporate,Online
1714,ORD-101714,20230114,13,4,1,45.0,45.0,0.0,Consumer,In-Store
1715,ORD-101715,20230627,9,1,5,220.0,1045.0,0.05,Home Office,In-Store
1716,ORD-101716,20230305,1,4,5,1100.0,5500.0,0.0,Corporate,In-Store
1717,ORD-101717,20230402,8,2,2,25.0,50.0,0.0,Home Office,Online
1718,ORD-101718,20230115,8,4,2,25.0,50.0,0.0,Corporate,In-Store
1719,ORD-101719,20230204,9,2,4,220.0,880.0,0.0,Corporate,In-Store
1720,ORD-101720,20231017,3,1,3,180.0,540.0,0.0,Corporate,In-Store
1721,ORD-101721,20231222,11,1,1,18.0,19.08,0.0,Corporate,Online
1722,ORD-101722,20230513,14,4,1,120.0,120.0,0.0,Consumer,Online
1723,ORD-101723,20230613,2,3,2,79.0,142.2,0.1,Home Office,Online
1724,ORD-101724,20230702,14,2,2,120.0,181.44,0.1,Corporate,In-Store
1725,ORD-101725,20230831,11,1,1,18.0,15.12,0.0,Corporate,Online
1726,ORD-101726,20230529,3,1,1,180.0,171.0,0.05,Home Office,Online
1727,ORD-101727,20230921,4,1,1,350.0,264.6,0.1,Home Office,Online
1728,ORD-101728,20230218,12,2,2,38.0,64.6,0.15,Consumer,In-Store
1729,ORD-101729,20230611,3,1,1,180.0,180.0,0.0,Home Office,In-Store
1730,ORD-101730,20230519,6,4,3,130.0,390.0,0.0,Home Office,In-Store
1731,ORD-101731,20230219,14,1,1,120.0,114.0,0.05,Corporate,Online
1732,ORD-101732,20230107,9,1,2,220.0,418.0,0.05,Corporate,In-Store
1733,ORD-101733,20230906,10,3,1,65.0,54.6,0.0,Consumer,Online
1734,ORD-101734,20230422,7,1,5,85.0,425.0,0.0,Consumer,Online
1735,ORD-101735,20231014,5,4,2,95.0,190.0,0.0,Home Office,Online
1736,ORD-101736,20230802,11,4,3,18.0,45.36,0.0,Consumer,Online
1737,ORD-101737,20230316,8,4,1,25.0,25.0,0.0,Corporate,In-Store
1738,ORD-101738,20231220,12,1,3,38.0,120.84,0.0,Corporate,In-Store
1739,ORD-101739,20230330,7,1,4,85.0,340.0,0.0,Consumer,Online
1740,ORD-101740,20230424,8,3,3,25.0,63.75,0.15,Home Office,Online
1741,ORD-101741,20231219,8,2,5,25.0,125.88,0.05,Consumer,Online
1742,ORD-101742,20230314,5,1,4,95.0,380.0,0.0,Home Office,Online
1743,ORD-101743,20230209,9,2,1,220.0,209.0,0.05,Corporate,In-Store
1744,ORD-101744,20230122,1,2,2,1100.0,2200.0,0.0,Consumer,Online
1745,ORD-101745,20230829,11,4,3,18.0,45.36,0.0,Corporate,Online
1746,ORD-101746,20230203,3,3,5,180.0,810.0,0.1,Consumer,Online
1747,ORD-101747,20230307,11,2,2,18.0,36.0,0.0,Home Office,Online
1748,ORD-101748,20230405,2,1,5,79.0,395.0,0.0,Consumer,Online
1749,ORD-101749,20230316,3,1,5,180.0,855.0,0.05,Corporate,In-Store
1750,ORD-101750,20230630,9,4,2,220.0,418.0,0.05,Home Office,Online
1751,ORD-101751,20230916,1,1,4,1100.0,3511.2,0.05,Consumer,Online
1752,ORD-101752,20230928,6,2,2,130.0,218.4,0.0,Consumer,In-Store
1753,ORD-101753,20230318,4,1,1,350.0,315.0,0.1,Consumer,Online
1754,ORD-101754,20230428,4,1,2,350.0,630.0,0.1,Home Office,In-Store
1755,ORD-101755,20230706,4,1,2,350.0,558.6,0.05,Corporate,Online
1756,ORD-101756,20230403,8,4,5,25.0,112.5,0.1,Corporate,In-Store
1757,ORD-101757,20230420,9,2,1,220.0,187.0,0.15,Corporate,Online
1758,ORD-101758,20230610,6,1,3,130.0,390.0,0.0,Consumer,Online
1759,ORD-101759,20230923,8,3,2,25.0,37.8,0.1,Corporate,Online
1760,ORD-101760,20230212,4,2,2,350.0,665.0,0.05,Consumer,In-Store
1761,ORD-101761,20230526,11,2,3,18.0,54.0,0.0,Home Office,In-Store
1762,ORD-101762,20231215,14,2,3,120.0,381.6,0.0,Consumer,In-Store
1763,ORD-101763,20230514,3,2,4,180.0,720.0,0.0,Consumer,Online
1764,ORD-101764,20230912,14,2,2,120.0,201.6,0.0,Consumer,Online
1765,ORD-101765,20231212,11,1,5,18.0,85.86,0.1,Consumer,In-Store
1766,ORD-101766,20230813,14,3,3,120.0,287.28,0.05,Home Office,Online
1767,ORD-101767,20230303,2,3,1,79.0,79.0,0.0,Corporate,Online
1768,ORD-101768,20230328,2,1,2,79.0,158.0,0.0,Consumer,In-Store
1769,ORD-101769,20230413,9,1,2,220.0,440.0,0.0,Corporate,Online
1770,ORD-101770,20230430,8,3,2,25.0,47.5,0.05,Home Office,In-Store
1771,ORD-101771,20230523,5,4,2,95.0,190.0,0.0,Home Office,In-Store
1772,ORD-101772,20231112,9,1,3,220.0,664.62,0.05,Corporate,In-Store
1773,ORD-101773,20230906,5,1,1,95.0,71.82,0.1,Consumer,In-Store
1774,ORD-101774,20230225,10,1,2,65.0,123.5,0.05,Corporate,In-Store
1775,ORD-101775,20230429,11,1,1,18.0,16.2,0.1,Consumer,Online
1776,ORD-101776,20230220,1,1,5,1100.0,5225.0,0.05,Consumer,In-Store
1777,ORD-101777,20231214,4,1,1,350.0,371.0,0.0,Consumer,In-Store
1778,ORD-101778,20231106,12,2,3,38.0,108.76,0.1,Consumer,In-Store
1779,ORD-101779,20231115,7,1,2,85.0,162.18,0.1,Consumer,In-Store
1780,ORD-101780,20230827,11,1,3,18.0,43.09,0.05,Home Office,In-Store
1781,ORD-101781,20230909,13,1,2,45.0,68.04,0.1,Home Office,In-Store
1782,ORD-101782,20231004,7,2,1,85.0,85.0,0.0,Consumer,In-Store
1783,ORD-101783,20230302,5,4,1,95.0,95.0,0.0,Corporate,In-Store
1784,ORD-101784,20230815,10,1,2,65.0,103.74,0.05,Consumer,Online
1785,ORD-101785,20231013,12,3,3,38.0,114.0,0.0,Corporate,Online
1786,ORD-101786,20230909,14,1,3,120.0,302.4,0.0,Corporate,In-Store
1787,ORD-101787,20230919,14,3,3,120.0,302.4,0.0,Home Office,In-Store
1788,ORD-101788,20231204,7,3,3,85.0,270.3,0.0,Home Office,In-Store
1789,ORD-101789,20230901,15,4,1,55.0,41.58,0.1,Consumer,Online
1790,ORD-101790,20230720,8,2,1,25.0,19.95,0.05,Home Office,In-Store
1791,ORD-101791,20231112,10,2,3,65.0,196.37,0.05,Corporate,In-Store
1792,ORD-101792,20230201,10,1,4,65.0,260.0,0.0,Consumer,Online
1793,ORD-101793,20230707,4,1,2,350.0,529.2,0.1,Home Office,Online
1794,ORD-101794,20231117,6,3,1,130.0,137.8,0.0,Consumer,In-Store
1795,ORD-101795,20230614,15,4,1,55.0,55.0,0.0,Corporate,Online
1796,ORD-101796,20231205,3,2,4,180.0,725.04,0.05,Consumer,In-Store
1797,ORD-101797,20231031,3,4,2,180.0,360.0,0.0,Home Office,Online
1798,ORD-101798,20230606,8,3,2,25.0,50.0,0.0,Consumer,Online
1799,ORD-101799,20231003,8,1,4,25.0,100.0,0.0,Corporate,In-Store
1800,ORD-101800,20231018,2,4,5,79.0,355.5,0.1,Corporate,In-Store
1801,ORD-101801,20230111,6,1,2,130.0,260.0,0.0,Home Office,Online
1802,ORD-101802,20230612,14,1,1,120.0,120.0,0.0,Corporate,In-Store
1803,ORD-101803,20231021,6,4,2,130.0,260.0,0.0,Corporate,Online
1804,ORD-101804,20231220,4,3,1,350.0,352.45,0.05,Corporate,In-Store
1805,ORD-101805,20230922,8,3,5,25.0,94.5,0.1,Corporate,Online
1806,ORD-101806,20231111,14,1,1,120.0,127.2,0.0,Corporate,Online
1807,ORD-101807,20230926,13,4,4,45.0,151.2,0.0,Consumer,Online
1808,ORD-101808,20230528,14,2,1,120.0,120.0,0.0,Corporate,In-Store
1809,ORD-101809,20230426,1,3,1,1100.0,1100.0,0.0,Consumer,Online
1810,ORD-101810,20231031,9,4,3,220.0,660.0,0.0,Consumer,In-Store
1811,ORD-101811,20230807,11,4,1,18.0,15.12,0.0,Consumer,In-Store
1812,ORD-101812,20230914,5,1,3,95.0,215.46,0.1,Home Office,In-Store
1813,ORD-101813,20230413,2,4,4,79.0,284.4,0.1,Corporate,In-Store
1814,ORD-101814,20231210,4,4,1,350.0,352.45,0.05,Consumer,Online
1815,ORD-101815,20231118,1,1,3,1100.0,3498.0,0.0,Consumer,In-Store
1816,ORD-101816,20230420,4,1,3,350.0,1050.0,0.0,Home Office,In-Store
1817,ORD-101817,20230518,11,1,1,18.0,18.0,0.0,Home Office,In-Store
1818,ORD-101818,20231017,7,2,1,85.0,72.25,0.15,Consumer,Online
1819,ORD-101819,20230706,9,1,2,220.0,332.64,0.1,Consumer,Online
1820,ORD-101820,20231217,5,1,3,95.0,287.0,0.05,Corporate,In-Store
1821,ORD-101821,20230630,8,1,1,25.0,23.75,0.05,Consumer,Online
1822,ORD-101822,20230731,3,3,2,180.0,302.4,0.0,Corporate,Online
1823,ORD-101823,20230512,14,4,3,120.0,360.0,0.0,Consumer,In-Store
1824,ORD-101824,20230503,2,2,1,79.0,67.15,0.15,Consumer,Online
1825,ORD-101825,20230506,2,2,2,79.0,150.1,0.05,Corporate,In-Store
1826,ORD-101826,20230906,2,2,1,79.0,59.72,0.1,Corporate,In-Store
1827,ORD-101827,20231128,1,4,4,1100.0,4664.0,0.0,Consumer,Online
1828,ORD-101828,20230520,11,1,6,18.0,108.0,0.0,Corporate,In-Store
1829,ORD-101829,20231204,5,2,1,95.0,85.59,0.15,Home Office,Online
1830,ORD-101830,20230902,1,3,2,1100.0,1663.2,0.1,Consumer,In-Store
1831,ORD-101831,20231105,4,3,2,350.0,704.9,0.05,Consumer,In-Store
1832,ORD-101832,20230729,1,1,1,1100.0,877.8,0.05,Consumer,In-Store
1833,ORD-101833,20230313,3,3,1,180.0,162.0,0.1,Home Office,Online
1834,ORD-101834,20230919,14,3,2,120.0,201.6,0.0,Home Office,In-Store
1835,ORD-101835,20230908,1,1,3,1100.0,2772.0,0.0,Home Office,Online
1836,ORD-101836,20230610,14,2,3,120.0,360.0,0.0,Home Office,In-Store
1837,ORD-101837,20230507,8,1,2,25.0,50.0,0.0,Consumer,Online
1838,ORD-101838,20230331,10,4,1,65.0,65.0,0.0,Corporate,In-Store
1839,ORD-101839,20230729,8,3,1,25.0,19.95,0.05,Home Office,Online
1840,ORD-101840,20230909,15,4,1,55.0,41.58,0.1,Home Office,Online
1841,ORD-101841,20230612,10,2,2,65.0,117.0,0.1,Corporate,Online
1842,ORD-101842,20230523,7,2,2,85.0,161.5,0.05,Consumer,In-Store
1843,ORD-101843,20230927,3,4,3,180.0,430.92,0.05,Corporate,Online
1844,ORD-101844,20231120,2,3,1,79.0,83.74,0.0,Consumer,Online
1845,ORD-101845,20231220,8,2,2,25.0,53.0,0.0,Home Office,Online
1846,ORD-101846,20230510,7,1,6,85.0,484.5,0.05,Corporate,In-Store
1847,ORD-101847,20231217,10,2,1,65.0,58.57,0.15,Consumer,In-Store
1848,ORD-101848,20230718,5,2,3,95.0,239.4,0.0,Corporate,In-Store
1849,ORD-101849,20230604,11,3,1,18.0,18.0,0.0,Consumer,In-Store
1850,ORD-101850,20230418,2,4,3,79.0,237.0,0.0,Consumer,In-Store
1851,ORD-101851,20231120,1,3,2,1100.0,2332.0,0.0,Home Office,In-Store
1852,ORD-101852,20230118,6,1,3,130.0,331.5,0.15,Consumer,In-Store
1853,ORD-101853,20230830,2,3,2,79.0,132.72,0.0,Corporate,In-Store
1854,ORD-101854,20230223,4,4,2,350.0,700.0,0.0,Corporate,Online
1855,ORD-101855,20230630,5,1,1,95.0,90.25,0.05,Home Office,In-Store
1856,ORD-101856,20230825,3,3,2,180.0,302.4,0.0,Consumer,Online
1857,ORD-101857,20231119,7,2,1,85.0,90.1,0.0,Home Office,Online
1858,ORD-101858,20230102,9,3,1,220.0,220.0,0.0,Home Office,In-Store
1859,ORD-101859,20230610,3,1,1,180.0,162.0,0.1,Consumer,Online
1860,ORD-101860,20230508,3,1,1,180.0,180.0,0.0,Home Office,Online
1861,ORD-101861,20231101,9,1,1,220.0,221.54,0.05,Corporate,In-Store
1862,ORD-101862,20230905,5,3,2,95.0,159.6,0.0,Corporate,Online
1863,ORD-101863,20231218,9,1,2,220.0,466.4,0.0,Corporate,In-Store
1864,ORD-101864,20230412,4,3,4,350.0,1190.0,0.15,Corporate,Online
1865,ORD-101865,20230731,9,2,1,220.0,184.8,0.0,Home Office,Online
1866,ORD-101866,20230130,7,2,5,85.0,425.0,0.0,Home Office,Online
1867,ORD-101867,20230207,6,2,4,130.0,494.0,0.05,Corporate,Online
1868,ORD-101868,20230126,9,2,4,220.0,880.0,0.0,Corporate,In-Store
1869,ORD-101869,20230318,12,3,2,38.0,76.0,0.0,Corporate,Online
1870,ORD-101870,20231018,9,1,4,220.0,880.0,0.0,Home Office,In-Store
1871,ORD-101871,20230816,6,1,2,130.0,218.4,0.0,Consumer,Online
1872,ORD-101872,20230415,7,3,2,85.0,144.5,0.15,Corporate,In-Store
1873,ORD-101873,20230911,9,4,1,220.0,184.8,0.0,Corporate,Online
1874,ORD-101874,20231104,5,3,4,95.0,402.8,0.0,Corporate,Online
1875,ORD-101875,20230803,1,4,1,1100.0,877.8,0.05,Consumer,Online
1876,ORD-101876,20230508,8,4,1,25.0,25.0,0.0,Home Office,In-Store
1877,ORD-101877,20230508,8,4,2,25.0,50.0,0.0,Home Office,In-Store
1878,ORD-101878,20230213,9,4,4,220.0,748.0,0.15,Consumer,In-Store
1879,ORD-101879,20231221,1,1,3,1100.0,3148.2,0.1,Consumer,In-Store
1880,ORD-101880,20231229,5,1,4,95.0,402.8,0.0,Home Office,In-Store
1881,ORD-101881,20230207,6,3,2,130.0,247.0,0.05,Consumer,Online
1882,ORD-101882,20230616,6,3,2,130.0,260.0,0.0,Corporate,Online
1883,ORD-101883,20230103,9,1,1,220.0,220.0,0.0,Home Office,In-Store
1884,ORD-101884,20230622,3,3,4,180.0,684.0,0.05,Corporate,Online
1885,ORD-101885,20231014,11,2,2,18.0,36.0,0.0,Consumer,In-Store
1886,ORD-101886,20230328,3,1,2,180.0,306.0,0.15,Corporate,In-Store
1887,ORD-101887,20230309,2,1,3,79.0,237.0,0.0,Home Office,In-Store
1888,ORD-101888,20230314,11,3,5,18.0,90.0,0.0,Corporate,Online
1889,ORD-101889,20230307,9,2,3,220.0,660.0,0.0,Corporate,In-Store
1890,ORD-101890,20230809,3,3,2,180.0,272.16,0.1,Corporate,In-Store
1891,ORD-101891,20230922,10,3,1,65.0,51.87,0.05,Consumer,In-Store
1892,ORD-101892,20230905,8,4,5,25.0,105.0,0.0,Home Office,In-Store
1893,ORD-101893,20230128,11,1,2,18.0,36.0,0.0,Consumer,Online
1894,ORD-101894,20230404,2,3,1,79.0,79.0,0.0,Corporate,Online
1895,ORD-101895,20231228,8,3,5,25.0,125.88,0.05,Consumer,In-Store
1896,ORD-101896,20230121,10,2,1,65.0,65.0,0.0,Home Office,In-Store
1897,ORD-101897,20230823,8,3,2,25.0,39.9,0.05,Home Office,Online
1898,ORD-101898,20230305,8,1,1,25.0,22.5,0.1,Consumer,In-Store
1899,ORD-101899,20230403,10,4,1,65.0,55.25,0.15,Home Office,In-Store
1900,ORD-101900,20231019,3,1,6,180.0,1080.0,0.0,Consumer,Online
1901,ORD-101901,20230906,9,1,2,220.0,332.64,0.1,Corporate,Online
1902,ORD-101902,20230507,5,3,1,95.0,90.25,0.05,Home Office,Online
1903,ORD-101903,20230618,5,1,1,95.0,95.0,0.0,Home Office,Online
1904,ORD-101904,20230721,13,2,1,45.0,37.8,0.0,Consumer,In-Store
1905,ORD-101905,20230320,5,3,6,95.0,570.0,0.0,Corporate,In-Store
1906,ORD-101906,20230821,12,3,1,38.0,30.32,0.05,Corporate,Online
1907,ORD-101907,20230621,8,3,4,25.0,100.0,0.0,Home Office,In-Store
1908,ORD-101908,20230624,13,3,2,45.0,85.5,0.05,Home Office,Online
1909,ORD-101909,20230419,5,4,3,95.0,285.0,0.0,Home Office,In-Store
1910,ORD-101910,20230615,5,3,1,95.0,95.0,0.0,Home Office,Online
1911,ORD-101911,20231013,7,2,2,85.0,170.0,0.0,Consumer,In-Store
1912,ORD-101912,20230511,2,3,2,79.0,158.0,0.0,Corporate,Online
1913,ORD-101913,20230106,5,3,1,95.0,95.0,0.0,Corporate,In-Store
1914,ORD-101914,20230526,1,4,3,1100.0,3135.0,0.05,Home Office,Online
1915,ORD-101915,20230303,10,3,2,65.0,123.5,0.05,Corporate,In-Store
1916,ORD-101916,20231217,1,3,3,1100.0,3498.0,0.0,Corporate,Online
1917,ORD-101917,20230708,6,1,3,130.0,311.22,0.05,Corporate,In-Store
1918,ORD-101918,20230718,12,2,3,38.0,90.97,0.05,Home Office,In-Store
1919,ORD-101919,20230216,12,3,2,38.0,72.2,0.05,Corporate,Online
1920,ORD-101920,20230811,11,4,1,18.0,15.12,0.0,Consumer,Online
1921,ORD-101921,20230920,14,3,3,120.0,302.4,0.0,Corporate,Online
1922,ORD-101922,20231128,2,4,3,79.0,251.22,0.0,Consumer,In-Store
1923,ORD-101923,20230917,5,4,1,95.0,71.82,0.1,Consumer,In-Store
1924,ORD-101924,20230828,4,3,5,350.0,1396.5,0.05,Corporate,In-Store
1925,ORD-101925,20230322,7,3,2,85.0,170.0,0.0,Corporate,Online
1926,ORD-101926,20230925,15,3,3,55.0,138.6,0.0,Home Office,Online
1927,ORD-101927,20231010,1,1,2,1100.0,2090.0,0.05,Consumer,Online
1928,ORD-101928,20230919,8,4,1,25.0,21.0,0.0,Consumer,In-Store
1929,ORD-101929,20231205,3,2,1,180.0,162.18,0.15,Corporate,In-Store
1930,ORD-101930,20230511,3,4,2,180.0,306.0,0.15,Home Office,Online
1931,ORD-101931,20230228,8,4,1,25.0,23.75,0.05,Corporate,Online
1932,ORD-101932,20230404,13,1,1,45.0,45.0,0.0,Consumer,Online
1933,ORD-101933,20230810,14,3,2,120.0,201.6,0.0,Corporate,In-Store
1934,ORD-101934,20231210,1,4,1,1100.0,1107.7,0.05,Corporate,In-Store
1935,ORD-101935,20230406,13,1,3,45.0,135.0,0.0,Consumer,In-Store
1936,ORD-101936,20231211,9,1,3,220.0,699.6,0.0,Home Office,Online
1937,ORD-101937,20230103,7,3,1,85.0,80.75,0.05,Consumer,Online
1938,ORD-101938,20231202,5,3,1,95.0,95.67,0.05,Home Office,In-Store
1939,ORD-101939,20231203,2,2,1,79.0,79.55,0.05,Home Office,In-Store
1940,ORD-101940,20230605,4,4,5,350.0,1750.0,0.0,Home Office,In-Store
1941,ORD-101941,20231220,9,1,2,220.0,443.08,0.05,Home Office,In-Store
1942,ORD-101942,20230604,9,3,1,220.0,220.0,0.0,Consumer,Online
1943,ORD-101943,20230408,2,3,2,79.0,150.1,0.05,Consumer,Online
1944,ORD-101944,20230114,4,2,1,350.0,350.0,0.0,Home Office,Online
1945,ORD-101945,20231129,6,4,5,130.0,689.0,0.0,Home Office,Online
1946,ORD-101946,20230214,7,1,4,85.0,340.0,0.0,Corporate,Online
1947,ORD-101947,20230831,14,2,2,120.0,181.44,0.1,Consumer,Online
1948,ORD-101948,20230320,1,3,2,1100.0,2200.0,0.0,Corporate,In-Store
1949,ORD-101949,20230830,7,3,3,85.0,214.2,0.0,Corporate,Online
1950,ORD-101950,20230414,14,1,1,120.0,120.0,0.0,Corporate,Online
1951,ORD-101951,20230620,1,1,6,1100.0,6600.0,0.0,Home Office,In-Store
1952,ORD-101952,20230824,2,1,3,79.0,179.17,0.1,Home Office,In-Store
1953,ORD-101953,20230119,4,1,1,350.0,350.0,0.0,Corporate,In-Store
1954,ORD-101954,20230429,2,2,1,79.0,79.0,0.0,Home Office,Online
1955,ORD-101955,20230805,4,4,5,350.0,1396.5,0.05,Home Office,Online
1956,ORD-101956,20230518,6,2,2,130.0,247.0,0.05,Corporate,In-Store
1957,ORD-101957,20230301,7,4,5,85.0,425.0,0.0,Home Office,In-Store
1958,ORD-101958,20230801,8,1,1,25.0,21.0,0.0,Consumer,In-Store
1959,ORD-101959,20230409,3,4,1,180.0,180.0,0.0,Corporate,Online
1960,ORD-101960,20230917,9,3,2,220.0,332.64,0.1,Home Office,In-Store
1961,ORD-101961,20231105,8,2,1,25.0,26.5,0.0,Home Office,In-Store
1962,ORD-101962,20230324,11,3,4,18.0,72.0,0.0,Home Office,In-Store
1963,ORD-101963,20230822,2,1,1,79.0,63.04,0.05,Home Office,In-Store
1964,ORD-101964,20230828,11,2,2,18.0,30.24,0.0,Consumer,Online
1965,ORD-101965,20230525,7,1,1,85.0,85.0,0.0,Consumer,In-Store
1966,ORD-101966,20230308,1,1,1,1100.0,1045.0,0.05,Consumer,In-Store
1967,ORD-101967,20230221,5,4,1,95.0,95.0,0.0,Corporate,In-Store
1968,ORD-101968,20230501,6,1,4,130.0,520.0,0.0,Consumer,Online
1969,ORD-101969,20230712,14,4,2,120.0,201.6,0.0,Home Office,Online
1970,ORD-101970,20230331,9,2,3,220.0,660.0,0.0,Home Office,Online
1971,ORD-101971,20230202,1,2,2,1100.0,1980.0,0.1,Consumer,Online
1972,ORD-101972,20230303,2,4,1,79.0,79.0,0.0,Corporate,In-Store
1973,ORD-101973,20230624,5,2,1,95.0,95.0,0.0,Consumer,In-Store
1974,ORD-101974,20230319,11,2,2,18.0,32.4,0.1,Home Office,Online
1975,ORD-101975,20231228,10,2,1,65.0,62.01,0.1,Corporate,In-Store
1976,ORD-101976,20230226,8,1,1,25.0,22.5,0.1,Home Office,Online
1977,ORD-101977,20231015,1,4,1,1100.0,990.0,0.1,Consumer,Online
